"Query","Entrez","Symbol","Name","Comment"
"FIS1","51024","FIS1","""fission, mitochondrial 1""","1"
"NDUFB1","4707","NDUFB1","NADH:ubiquinone oxidoreductase subunit B1","1"
"MFAP1","4236","MFAP1","microfibril associated protein 1","1"
"LENG9","94059","LENG9","leukocyte receptor cluster member 9","1"
"RPS8","6202","RPS8","ribosomal protein S8","1"
"RPS21","6227","RPS21","ribosomal protein S21","1"
"MRPL40","64976","MRPL40","mitochondrial ribosomal protein L40","1"
"CCDC150","284992","CCDC150","coiled-coil domain containing 150","1"
"COX17","10063","COX17","cytochrome c oxidase copper chaperone COX17","1"
"RPL10A","4736","RPL10A","ribosomal protein L10a","1"
"COX6C","1345","COX6C","cytochrome c oxidase subunit 6C","1"
"COX14","84987","COX14","cytochrome c oxidase assembly factor COX14","1"
"ATP5MPL","9556","ATP5MPL","ATP synthase membrane subunit 6.8PL","1"
"RPS12","6206","RPS12","ribosomal protein S12","1"
"RPL30","6156","RPL30","ribosomal protein L30","1"
"EPHB3","2049","EPHB3","EPH receptor B3","1"
"SPAG7","9552","SPAG7","sperm associated antigen 7","1"
"PHF10","55274","PHF10","PHD finger protein 10","1"
"SUMO1","7341","SUMO1","small ubiquitin like modifier 1","1"
"PCDHA9","9752","PCDHA9","protocadherin alpha 9","1"
"UQCRB","7381","UQCRB","ubiquinol-cytochrome c reductase binding protein","1"
"PPP1R36","145376","PPP1R36","protein phosphatase 1 regulatory subunit 36","1"
"SELENOW","6415","SELENOW","selenoprotein W","1"
"RPL34","6164","RPL34","ribosomal protein L34","1"
"ATP5MF","9551","ATP5MF","ATP synthase membrane subunit f","1"
"TET1","80312","TET1","tet methylcytosine dioxygenase 1","1"
"ATP5MD","84833","ATP5MD","ATP synthase membrane subunit DAPIT","1"
"MYL6B","140465","MYL6B","myosin light chain 6B","1"
"KCNAB3","9196","KCNAB3","potassium voltage-gated channel subfamily A regulatory beta subunit 3","1"
"UQCRFS1","7386","UQCRFS1","""ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1""","1"
"COX6B1","1340","COX6B1","cytochrome c oxidase subunit 6B1","1"
"ATP5F1E","514","ATP5F1E","ATP synthase F1 subunit epsilon","1"
"SUN2","25777","SUN2","Sad1 and UNC84 domain containing 2","1"
"ANOS1","3730","ANOS1","anosmin 1","1"
"CHIT1","1118","CHIT1","chitinase 1","1"
"BAG1","573","BAG1","BAG cochaperone 1","1"
"RPS24","6229","RPS24","ribosomal protein S24","1"
"TMPRSS11F","389208","TMPRSS11F","transmembrane serine protease 11F","1"
"TOMM6","100188893","TOMM6","translocase of outer mitochondrial membrane 6","1"
"ATP5MC1","516","ATP5MC1","ATP synthase membrane subunit c locus 1","1"
"CHCHD1","118487","CHCHD1","coiled-coil-helix-coiled-coil-helix domain containing 1","1"
"RPS13","6207","RPS13","ribosomal protein S13","1"
"FAU","2197","FAU","FAU ubiquitin like and ribosomal protein S30 fusion","1"
"UXT","8409","UXT","ubiquitously expressed prefoldin like chaperone","1"
"PLK3","1263","PLK3","polo like kinase 3","1"
"MZT2B","80097","MZT2B","mitotic spindle organizing protein 2B","1"
"TPT1","7178","TPT1","""tumor protein, translationally-controlled 1""","1"
"CHGB","1114","CHGB","chromogranin B","1"
"COX7B","1349","COX7B","cytochrome c oxidase subunit 7B","1"
"UQCRH","7388","UQCRH","ubiquinol-cytochrome c reductase hinge protein","1"
"H2AFZ","NA","NA","NA","0"
"RPS3A","6189","RPS3A","ribosomal protein S3A","1"
"MRPL14","64928","MRPL14","mitochondrial ribosomal protein L14","1"
"RPL26","6154","RPL26","ribosomal protein L26","1"
"RPL11","6135","RPL11","ribosomal protein L11","1"
"RPL26L1","51121","RPL26L1","ribosomal protein L26 like 1","1"
"HINT3","135114","HINT3","histidine triad nucleotide binding protein 3","1"
"CHCHD2","51142","CHCHD2","coiled-coil-helix-coiled-coil-helix domain containing 2","1"
"PDZRN4","29951","PDZRN4","PDZ domain containing ring finger 4","1"
"DNAH10OS","NA","NA","NA","0"
"NOP10","55505","NOP10","NOP10 ribonucleoprotein","1"
"EMC6","83460","EMC6","ER membrane protein complex subunit 6","1"
"RNASEK","440400","RNASEK","ribonuclease K","1"
"CENPX","201254","CENPX","centromere protein X","1"
"MISP3","113230","MISP3","MISP family member 3","1"
"TCEAL7","56849","TCEAL7","transcription elongation factor A like 7","1"
"GNB4","59345","GNB4","G protein subunit beta 4","1"
"NDUFS6","4726","NDUFS6","NADH:ubiquinone oxidoreductase subunit S6","1"
"RPS14","6208","RPS14","ribosomal protein S14","1"
"CYCS","54205","CYCS","""cytochrome c, somatic""","1"
"MRPL51","51258","MRPL51","mitochondrial ribosomal protein L51","1"
"SRSF9","8683","SRSF9","serine and arginine rich splicing factor 9","1"
"RPS29","6235","RPS29","ribosomal protein S29","1"
"ZFP36L1","677","ZFP36L1","ZFP36 ring finger protein like 1","1"
"RPL18A","6142","RPL18A","ribosomal protein L18a","1"
"AP1S2","8905","AP1S2","adaptor related protein complex 1 subunit sigma 2","1"
"TCEAL8","90843","TCEAL8","transcription elongation factor A like 8","1"
"GBA2","57704","GBA2","glucosylceramidase beta 2","1"
"PHPT1","29085","PHPT1","phosphohistidine phosphatase 1","1"
"PSMB6","5694","PSMB6","proteasome 20S subunit beta 6","1"
"RPS15","6209","RPS15","ribosomal protein S15","1"
"GAN","8139","GAN","gigaxonin","1"
"RPS28","6234","RPS28","ribosomal protein S28","1"
"COX4I1","1327","COX4I1","cytochrome c oxidase subunit 4I1","1"
"UBL5","59286","UBL5","ubiquitin like 5","1"
"TOP3B","8940","TOP3B","DNA topoisomerase III beta","1"
"RNF181","51255","RNF181","ring finger protein 181","1"
"NCBP2AS2","152217","NCBP2AS2","NCBP2 antisense 2 (head to head)","1"
"MRPS24","64951","MRPS24","mitochondrial ribosomal protein S24","1"
"SEC61B","10952","SEC61B","SEC61 translocon subunit beta","1"
"TMEM258","746","TMEM258","transmembrane protein 258","1"
"COX8A","1351","COX8A","cytochrome c oxidase subunit 8A","1"
"RPL36AL","6166","RPL36AL","ribosomal protein L36a like","1"
"RPLP1","6176","RPLP1","ribosomal protein lateral stalk subunit P1","1"
"RPL38","6169","RPL38","ribosomal protein L38","1"
"OXLD1","339229","OXLD1","oxidoreductase like domain containing 1","1"
"MRPL54","116541","MRPL54","mitochondrial ribosomal protein L54","1"
"TGFBR3L","100507588","TGFBR3L","transforming growth factor beta receptor 3 like","1"
"NDUFA13","51079","NDUFA13","NADH:ubiquinone oxidoreductase subunit A13","1"
"FOXO4","4303","FOXO4","forkhead box O4","1"
"SSR4","6748","SSR4","signal sequence receptor subunit 4","1"
"RPL24","6152","RPL24","ribosomal protein L24","1"
"SLC5A3","6526","SLC5A3","solute carrier family 5 member 3","1"
"RPL9","6133","RPL9","ribosomal protein L9","1"
"PCP4","5121","PCP4","Purkinje cell protein 4","1"
"RNF150","57484","RNF150","ring finger protein 150","1"
"LAMTOR2","28956","LAMTOR2","""late endosomal/lysosomal adaptor, MAPK and MTOR activator 2""","1"
"BEX5","340542","BEX5","brain expressed X-linked 5","1"
"CHCHD10","400916","CHCHD10","coiled-coil-helix-coiled-coil-helix domain containing 10","1"
"RPL21","6144","RPL21","ribosomal protein L21","1"
"TMEM160","54958","TMEM160","transmembrane protein 160","1"
"SMDT1","91689","SMDT1","single-pass membrane protein with aspartate rich tail 1","1"
"HRH1","3269","HRH1","histamine receptor H1","1"
"RPS26","6231","RPS26","ribosomal protein S26","1"
"CRIM1-DT","100288911","CRIM1-DT","CRIM1 divergent transcript","1"
"EEF1B2","1933","EEF1B2","eukaryotic translation elongation factor 1 beta 2","1"
"MRPL2","51069","MRPL2","mitochondrial ribosomal protein L2","1"
"LPL","4023","LPL","lipoprotein lipase","1"
"RPL35","11224","RPL35","ribosomal protein L35","1"
"PSMB10","5699","PSMB10","proteasome 20S subunit beta 10","1"
"ZNF134","7693","ZNF134","zinc finger protein 134","1"
"OST4","100128731","OST4","""oligosaccharyltransferase complex subunit 4, non-catalytic""","1"
"ITGB1-DT","101929475","ITGB1-DT","ITGB1 divergent transcript","1"
"MEA1","4201","MEA1","male-enhanced antigen 1","1"
"RPL35A","6165","RPL35A","ribosomal protein L35a","1"
"CNNM1","26507","CNNM1","cyclin and CBS domain divalent metal cation transport mediator 1","1"
"TOMM5","401505","TOMM5","translocase of outer mitochondrial membrane 5","1"
"ATP5PD","10476","ATP5PD","ATP synthase peripheral stalk subunit d","1"
"DIPK1B","138311","DIPK1B","divergent protein kinase domain 1B","1"
"GLRX5","51218","GLRX5","glutaredoxin 5","1"
"NDUFA7","4701","NDUFA7","NADH:ubiquinone oxidoreductase subunit A7","1"
"GZF1","64412","GZF1","GDNF inducible zinc finger protein 1","1"
"DEPDC4","120863","DEPDC4","DEP domain containing 4","1"
"MRPL9","65005","MRPL9","mitochondrial ribosomal protein L9","1"
"EVI2B","2124","EVI2B","ecotropic viral integration site 2B","1"
"CTSK","1513","CTSK","cathepsin K","1"
"SMIM10L1","100129361","SMIM10L1","small integral membrane protein 10 like 1","1"
"NME2","4831","NME2","NME/NM23 nucleoside diphosphate kinase 2","1"
"C18orf32","497661","C18orf32","chromosome 18 open reading frame 32","1"
"CBR3","874","CBR3","carbonyl reductase 3","1"
"RPL10","6134","RPL10","ribosomal protein L10","1"
"CCDC85B","11007","CCDC85B","coiled-coil domain containing 85B","1"
"ATP5IF1","93974","ATP5IF1","ATP synthase inhibitory factor subunit 1","1"
"COLGALT2","23127","COLGALT2","collagen beta(1-O)galactosyltransferase 2","1"
"POMP","51371","POMP","proteasome maturation protein","1"
"GEMIN7","79760","GEMIN7","gem nuclear organelle associated protein 7","1"
"SPI1","6688","SPI1","Spi-1 proto-oncogene","1"
"UPK3BL1","100134938","UPK3BL1","uroplakin 3B like 1","1"
"BLOC1S1","2647","BLOC1S1","biogenesis of lysosomal organelles complex 1 subunit 1","1"
"CNTNAP1","8506","CNTNAP1","contactin associated protein 1","1"
"DNAJC19","131118","DNAJC19","DnaJ heat shock protein family (Hsp40) member C19","1"
"NKAIN2","154215","NKAIN2","sodium/potassium transporting ATPase interacting 2","1"
"POLR2J","5439","POLR2J","RNA polymerase II subunit J","1"
"DCDC2C","728597","DCDC2C","doublecortin domain containing 2C","1"
"NDUFB3","4709","NDUFB3","NADH:ubiquinone oxidoreductase subunit B3","1"
"ABHD14B","84836","ABHD14B","abhydrolase domain containing 14B","1"
"DNAH5","1767","DNAH5","dynein axonemal heavy chain 5","1"
"PLCXD3","345557","PLCXD3","phosphatidylinositol specific phospholipase C X domain containing 3","1"
"RPS18","6222","RPS18","ribosomal protein S18","1"
"AMOTL1","154810","AMOTL1","angiomotin like 1","1"
"SERP2","387923","SERP2","stress associated endoplasmic reticulum protein family member 2","1"
"LMF1","64788","LMF1","lipase maturation factor 1","1"
"MRPS12","6183","MRPS12","mitochondrial ribosomal protein S12","1"
"TOMM22","56993","TOMM22","translocase of outer mitochondrial membrane 22","1"
"NDUFA6","4700","NDUFA6","NADH:ubiquinone oxidoreductase subunit A6","1"
"RPL36A","6173","RPL36A","ribosomal protein L36a","1"
"HYAL1","3373","HYAL1","hyaluronidase 1","1"
"RPL12","6136","RPL12","ribosomal protein L12","1"
"MAP1A","4130","MAP1A","microtubule associated protein 1A","1"
"RNF40","9810","RNF40","ring finger protein 40","1"
"UCK1","83549","UCK1","uridine-cytidine kinase 1","1"
"ISCA2","122961","ISCA2","iron-sulfur cluster assembly 2","1"
"MID1","4281","MID1","midline 1","1"
"PYDC1","260434","PYDC1","pyrin domain containing 1","1"
"DLL1","28514","DLL1","delta like canonical Notch ligand 1","1"
"MRPL52","122704","MRPL52","mitochondrial ribosomal protein L52","1"
"LAMTOR5","10542","LAMTOR5","""late endosomal/lysosomal adaptor, MAPK and MTOR activator 5""","1"
"SNRPG","6637","SNRPG","small nuclear ribonucleoprotein polypeptide G","1"
"COX7C","1350","COX7C","cytochrome c oxidase subunit 7C","1"
"TSBP1","10665","TSBP1","testis expressed basic protein 1","1"
"RPLP2","6181","RPLP2","ribosomal protein lateral stalk subunit P2","1"
"NCR3LG1","374383","NCR3LG1","natural killer cell cytotoxicity receptor 3 ligand 1","1"
"PSMD7","5713","PSMD7","""proteasome 26S subunit, non-ATPase 7""","1"
"NPTX1","4884","NPTX1","neuronal pentraxin 1","1"
"CADM4","199731","CADM4","cell adhesion molecule 4","1"
"OCIAD2","132299","OCIAD2","OCIA domain containing 2","1"
"SPOCK2","9806","SPOCK2","""SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2""","1"
"OR9Q1","219956","OR9Q1","olfactory receptor family 9 subfamily Q member 1","1"
"KLC2","64837","KLC2","kinesin light chain 2","1"
"IFI27L1","122509","IFI27L1","interferon alpha inducible protein 27 like 1","1"
"SEH1L","81929","SEH1L","SEH1 like nucleoporin","1"
"CCNA1","8900","CCNA1","cyclin A1","1"
"THOP1","7064","THOP1","thimet oligopeptidase 1","1"
"TPBG","7162","TPBG","trophoblast glycoprotein","1"
"COX5A","9377","COX5A","cytochrome c oxidase subunit 5A","1"
"POLR2L","5441","POLR2L","RNA polymerase II subunit L","1"
"RPL37","6167","RPL37","ribosomal protein L37","1"
"RPL18","6141","RPL18","ribosomal protein L18","1"
"ZNF593","51042","ZNF593","zinc finger protein 593","1"
"LYPLAL1-DT","643723","LYPLAL1-DT","LYPLAL1 divergent transcript","1"
"SATB1","6304","SATB1","SATB homeobox 1","1"
"PRDM8","56978","PRDM8","PR/SET domain 8","1"
"LAMTOR4","389541","LAMTOR4","""late endosomal/lysosomal adaptor, MAPK and MTOR activator 4""","1"
"ZNHIT1","10467","ZNHIT1","zinc finger HIT-type containing 1","1"
"TMEM203","94107","TMEM203","transmembrane protein 203","1"
"GSTO1","9446","GSTO1","glutathione S-transferase omega 1","1"
"SLC17A6","57084","SLC17A6","solute carrier family 17 member 6","1"
"CWC15","51503","CWC15","CWC15 spliceosome associated protein homolog","1"
"GABARAPL1","23710","GABARAPL1","GABA type A receptor associated protein like 1","1"
"PFDN5","5204","PFDN5","prefoldin subunit 5","1"
"WFIKKN1","117166","WFIKKN1","""WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1""","1"
"NDUFB10","4716","NDUFB10","NADH:ubiquinone oxidoreductase subunit B10","1"
"RPS2","6187","RPS2","ribosomal protein S2","1"
"ELOB","6923","ELOB","elongin B","1"
"RILP","83547","RILP","Rab interacting lysosomal protein","1"
"HEXIM2","124790","HEXIM2","HEXIM P-TEFb complex subunit 2","1"
"LRFN3","79414","LRFN3","leucine rich repeat and fibronectin type III domain containing 3","1"
"SLC24A3","57419","SLC24A3","solute carrier family 24 member 3","1"
"ATP5PF","522","ATP5PF","ATP synthase peripheral stalk subunit F6","1"
"PLA2G6","8398","PLA2G6","phospholipase A2 group VI","1"
"ARMCX6","54470","ARMCX6","armadillo repeat containing X-linked 6","1"
"NDUFS5","4725","NDUFS5","NADH:ubiquinone oxidoreductase subunit S5","1"
"TMA7","51372","TMA7","translation machinery associated 7 homolog","1"
"CHCHD7","79145","CHCHD7","coiled-coil-helix-coiled-coil-helix domain containing 7","1"
"POLE3","54107","POLE3","""DNA polymerase epsilon 3, accessory subunit""","1"
"PRTFDC1","56952","PRTFDC1","phosphoribosyl transferase domain containing 1","1"
"ACCS","84680","ACCS","1-aminocyclopropane-1-carboxylate synthase homolog (inactive)","1"
"RSL24D1","51187","RSL24D1","ribosomal L24 domain containing 1","1"
"PPP6R1","22870","PPP6R1","protein phosphatase 6 regulatory subunit 1","1"
"BCAN","63827","BCAN","brevican","1"
"POC1A","25886","POC1A","POC1 centriolar protein A","1"
"CHAC1","79094","CHAC1","ChaC glutathione specific gamma-glutamylcyclotransferase 1","1"
"ELOC","6921","ELOC","elongin C","1"
"DCDC2B","149069","DCDC2B","doublecortin domain containing 2B","1"
"PSMA5","5686","PSMA5","proteasome 20S subunit alpha 5","1"
"JTB","10899","JTB","jumping translocation breakpoint","1"
"PARD3B","117583","PARD3B","par-3 family cell polarity regulator beta","1"
"LRRC34","151827","LRRC34","leucine rich repeat containing 34","1"
"MRPL47","57129","MRPL47","mitochondrial ribosomal protein L47","1"
"LRIT3","345193","LRIT3","""leucine rich repeat, Ig-like and transmembrane domains 3""","1"
"MRPS36","92259","MRPS36","mitochondrial ribosomal protein S36","1"
"PDE1C","5137","PDE1C","phosphodiesterase 1C","1"
"SEC61G","23480","SEC61G","SEC61 translocon subunit gamma","1"
"NPTX2","4885","NPTX2","neuronal pentraxin 2","1"
"MBLAC1","255374","MBLAC1","metallo-beta-lactamase domain containing 1","1"
"ZBTB3","79842","ZBTB3","zinc finger and BTB domain containing 3","1"
"MCRIP2","84331","MCRIP2","MAPK regulated corepressor interacting protein 2","1"
"STX4","6810","STX4","syntaxin 4","1"
"LSM7","51690","LSM7","""LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated""","1"
"SLC22A15","55356","SLC22A15","solute carrier family 22 member 15","1"
"TSTD1","100131187","TSTD1","thiosulfate sulfurtransferase like domain containing 1","1"
"FAM163A","148753","FAM163A","family with sequence similarity 163 member A","1"
"ABHD10","55347","ABHD10","abhydrolase domain containing 10","1"
"PRDX5","25824","PRDX5","peroxiredoxin 5","1"
"DCTN2","10540","DCTN2","dynactin subunit 2","1"
"ZFP28","140612","ZFP28","ZFP28 zinc finger protein","1"
"EGR1","1958","EGR1","early growth response 1","1"
"STEAP2","261729","STEAP2","STEAP2 metalloreductase","1"
"PFDN4","5203","PFDN4","prefoldin subunit 4","1"
"RPL32","6161","RPL32","ribosomal protein L32","1"
"FOXP1-IT1","NA","NA","NA","0"
"ZNF469","84627","ZNF469","zinc finger protein 469","1"
"TRAPPC2B","10597","TRAPPC2B","trafficking protein particle complex 2B","1"
"COL9A3","1299","COL9A3","collagen type IX alpha 3 chain","1"
"HAX1","10456","HAX1","HCLS1 associated protein X-1","1"
"TNIP1","10318","TNIP1","TNFAIP3 interacting protein 1","1"
"ENPP5","59084","ENPP5","ectonucleotide pyrophosphatase/phosphodiesterase family member 5","1"
"FBXW5","54461","FBXW5","F-box and WD repeat domain containing 5","1"
"SLC38A2","54407","SLC38A2","solute carrier family 38 member 2","1"
"FIGNL2","401720","FIGNL2","fidgetin like 2","1"
"OGFOD2","79676","OGFOD2","2-oxoglutarate and iron dependent oxygenase domain containing 2","1"
"ZNF486","90649","ZNF486","zinc finger protein 486","1"
"SLC7A9","11136","SLC7A9","solute carrier family 7 member 9","1"
"RPS4X","6191","RPS4X","ribosomal protein S4 X-linked","1"
"RPL37A","6168","RPL37A","ribosomal protein L37a","1"
"PDAP1","11333","PDAP1","PDGFA associated protein 1","1"
"RRM2","6241","RRM2","ribonucleotide reductase regulatory subunit M2","1"
"LYNX1","66004","LYNX1","Ly6/neurotoxin 1","1"
"NINJ1","4814","NINJ1","ninjurin 1","1"
"POLD4","57804","POLD4","""DNA polymerase delta 4, accessory subunit""","1"
"ISCU","23479","ISCU","iron-sulfur cluster assembly enzyme","1"
"RPS19","6223","RPS19","ribosomal protein S19","1"
"ARFGAP1","55738","ARFGAP1","ADP ribosylation factor GTPase activating protein 1","1"
"C9orf16","79095","C9orf16","chromosome 9 open reading frame 16","1"
"C12orf56","115749","C12orf56","chromosome 12 open reading frame 56","1"
"DCXR","51181","DCXR","dicarbonyl and L-xylulose reductase","1"
"ARL4D","379","ARL4D","ADP ribosylation factor like GTPase 4D","1"
"POLR3GL","84265","POLR3GL","RNA polymerase III subunit G like","1"
"TRIB2","28951","TRIB2","tribbles pseudokinase 2","1"
"BOLA3","388962","BOLA3","bolA family member 3","1"
"EDDM13","100506374","EDDM13","epididymal protein 13","1"
"VGF","7425","VGF","VGF nerve growth factor inducible","1"
"TXN","7295","TXN","thioredoxin","1"
"PCBP2","5094","PCBP2","poly(rC) binding protein 2","1"
"UNG","7374","UNG","uracil DNA glycosylase","1"
"KRT222","125113","KRT222","keratin 222","1"
"GPS1","2873","GPS1","G protein pathway suppressor 1","1"
"RPS5","6193","RPS5","ribosomal protein S5","1"
"RNF24","11237","RNF24","ring finger protein 24","1"
"RANBP1","5902","RANBP1","RAN binding protein 1","1"
"LCN15","389812","LCN15","lipocalin 15","1"
"LAPTM4B","55353","LAPTM4B","lysosomal protein transmembrane 4 beta","1"
"AURKAIP1","54998","AURKAIP1","aurora kinase A interacting protein 1","1"
"CCDC69","26112","CCDC69","coiled-coil domain containing 69","1"
"CDCA5","113130","CDCA5","cell division cycle associated 5","1"
"NDUFA12","55967","NDUFA12","NADH:ubiquinone oxidoreductase subunit A12","1"
"ING1","3621","ING1","inhibitor of growth family member 1","1"
"CTDNEP1","23399","CTDNEP1","CTD nuclear envelope phosphatase 1","1"
"NPIPB11","728888","NPIPB11","nuclear pore complex interacting protein family member B11","1"
"NDUFAF8","284184","NDUFAF8","NADH:ubiquinone oxidoreductase complex assembly factor 8","1"
"ITM2A","9452","ITM2A","integral membrane protein 2A","1"
"CHGA","1113","CHGA","chromogranin A","1"
"C4orf48","401115","C4orf48","chromosome 4 open reading frame 48","1"
"COMMD3","23412","COMMD3","COMM domain containing 3","1"
"TCEAL4","79921","TCEAL4","transcription elongation factor A like 4","1"
"ZNF513","130557","ZNF513","zinc finger protein 513","1"
"MFSD6","54842","MFSD6","major facilitator superfamily domain containing 6","1"
"CPLX1","10815","CPLX1","complexin 1","1"
"WDR1","9948","WDR1","WD repeat domain 1","1"
"TMEM170B","100113407","TMEM170B","transmembrane protein 170B","1"
"COBL","23242","COBL","cordon-bleu WH2 repeat protein","1"
"SP1","6667","SP1","Sp1 transcription factor","1"
"PHLDA1","22822","PHLDA1","pleckstrin homology like domain family A member 1","1"
"QPRT","23475","QPRT","quinolinate phosphoribosyltransferase","1"
"ANKRD40","91369","ANKRD40","ankyrin repeat domain 40","1"
"PET100","100131801","PET100","PET100 cytochrome c oxidase chaperone","1"
"LSR","51599","LSR","lipolysis stimulated lipoprotein receptor","1"
"CHMP2A","27243","CHMP2A","charged multivesicular body protein 2A","1"
"TMEM47","83604","TMEM47","transmembrane protein 47","1"
"TCEAL5","340543","TCEAL5","transcription elongation factor A like 5","1"
"ZBTB33","10009","ZBTB33","zinc finger and BTB domain containing 33","1"
"C19orf25","148223","C19orf25","chromosome 19 open reading frame 25","1"
"HMGN2","3151","HMGN2","high mobility group nucleosomal binding domain 2","1"
"IFT22","64792","IFT22","intraflagellar transport 22","1"
"RASL10B","91608","RASL10B","RAS like family 10 member B","1"
"RPL17","6139","RPL17","ribosomal protein L17","1"
"ANAPC15","25906","ANAPC15","anaphase promoting complex subunit 15","1"
"RPS25","6230","RPS25","ribosomal protein S25","1"
"ERP29","10961","ERP29","endoplasmic reticulum protein 29","1"
"TEDC2","80178","TEDC2","tubulin epsilon and delta complex 2","1"
"FAM171A2","284069","FAM171A2","family with sequence similarity 171 member A2","1"
"SAMD14","201191","SAMD14","sterile alpha motif domain containing 14","1"
"ATP5PO","539","ATP5PO","ATP synthase peripheral stalk subunit OSCP","1"
"BRK1","55845","BRK1","BRICK1 subunit of SCAR/WAVE actin nucleating complex","1"
"HLA-B","3106","HLA-B","""major histocompatibility complex, class I, B""","1"
"ZNF487","642819","ZNF487","zinc finger protein 487","1"
"TIMM10","26519","TIMM10","translocase of inner mitochondrial membrane 10","1"
"SAMD4A","23034","SAMD4A","sterile alpha motif domain containing 4A","1"
"GCHFR","2644","GCHFR","GTP cyclohydrolase I feedback regulator","1"
"RPL22","6146","RPL22","ribosomal protein L22","1"
"NDUFA8","4702","NDUFA8","NADH:ubiquinone oxidoreductase subunit A8","1"
"IFI27L2","83982","IFI27L2","interferon alpha inducible protein 27 like 2","1"
