"Query","Entrez","Symbol","Name","Comment"
"SNRNP25","79622","SNRNP25","small nuclear ribonucleoprotein U11/U12 subunit 25","1"
"POLE3","54107","POLE3","""DNA polymerase epsilon 3, accessory subunit""","1"
"PLEKHJ1","55111","PLEKHJ1","pleckstrin homology domain containing J1","1"
"C1orf216","127703","C1orf216","chromosome 1 open reading frame 216","1"
"HDDC3","374659","HDDC3","HD domain containing 3","1"
"THEM6","51337","THEM6","thioesterase superfamily member 6","1"
"DUSP4","1846","DUSP4","dual specificity phosphatase 4","1"
"SSR2","6746","SSR2","signal sequence receptor subunit 2","1"
"TBCC","6903","TBCC","tubulin folding cofactor C","1"
"ISCU","23479","ISCU","iron-sulfur cluster assembly enzyme","1"
"RPS6KA5","9252","RPS6KA5","ribosomal protein S6 kinase A5","1"
"NCBP2AS2","152217","NCBP2AS2","NCBP2 antisense 2 (head to head)","1"
"FITM2","128486","FITM2","fat storage inducing transmembrane protein 2","1"
"KLHDC3","116138","KLHDC3","kelch domain containing 3","1"
"GLRX5","51218","GLRX5","glutaredoxin 5","1"
"TOR1A","1861","TOR1A","torsin family 1 member A","1"
"TGOLN2","10618","TGOLN2","trans-golgi network protein 2","1"
"NCBP2","22916","NCBP2","nuclear cap binding protein subunit 2","1"
"NUDT15","55270","NUDT15","nudix hydrolase 15","1"
"ARMCX3","51566","ARMCX3","armadillo repeat containing X-linked 3","1"
"TCEAL7","56849","TCEAL7","transcription elongation factor A like 7","1"
"KTI12","112970","KTI12","KTI12 chromatin associated homolog","1"
"PARD6A","50855","PARD6A","par-6 family cell polarity regulator alpha","1"
"SPRED2","200734","SPRED2","sprouty related EVH1 domain containing 2","1"
"STK16","8576","STK16","serine/threonine kinase 16","1"
"POLR2K","5440","POLR2K","RNA polymerase II subunit K","1"
"SULT4A1","25830","SULT4A1","sulfotransferase family 4A member 1","1"
"LRP8","7804","LRP8","LDL receptor related protein 8","1"
"ANAPC15","25906","ANAPC15","anaphase promoting complex subunit 15","1"
"CCDC85B","11007","CCDC85B","coiled-coil domain containing 85B","1"
"ERP29","10961","ERP29","endoplasmic reticulum protein 29","1"
"SEPHS2","22928","SEPHS2","selenophosphate synthetase 2","1"
"PNMA8A","55228","PNMA8A","PNMA family member 8A","1"
"C3orf80","401097","C3orf80","chromosome 3 open reading frame 80","1"
"ARCN1","372","ARCN1","archain 1","1"
"TMEM203","94107","TMEM203","transmembrane protein 203","1"
"B3GALNT1","8706","B3GALNT1","""beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)""","1"
"COQ10B","80219","COQ10B","coenzyme Q10B","1"
"C3orf18","51161","C3orf18","chromosome 3 open reading frame 18","1"
"NT5C3B","115024","NT5C3B","""5'-nucleotidase, cytosolic IIIB""","1"
"TJP1","7082","TJP1","tight junction protein 1","1"
"HAX1","10456","HAX1","HCLS1 associated protein X-1","1"
"CAMK2N2","94032","CAMK2N2","calcium/calmodulin dependent protein kinase II inhibitor 2","1"
"DCAF11","80344","DCAF11","DDB1 and CUL4 associated factor 11","1"
"BRF2","55290","BRF2","BRF2 RNA polymerase III transcription initiation factor subunit","1"
"EHMT1","79813","EHMT1","euchromatic histone lysine methyltransferase 1","1"
"ACP2","53","ACP2","""acid phosphatase 2, lysosomal""","1"
"NDUFA5","4698","NDUFA5","NADH:ubiquinone oxidoreductase subunit A5","1"
"BPGM","669","BPGM","bisphosphoglycerate mutase","1"
"TUSC2","11334","TUSC2","""tumor suppressor 2, mitochondrial calcium regulator""","1"
"BLOC1S2","282991","BLOC1S2","biogenesis of lysosomal organelles complex 1 subunit 2","1"
"CYCS","54205","CYCS","""cytochrome c, somatic""","1"
"NEUROD6","63974","NEUROD6","neuronal differentiation 6","1"
"PMM1","5372","PMM1","phosphomannomutase 1","1"
"TMED2","10959","TMED2","transmembrane p24 trafficking protein 2","1"
"CDKN2AIPNL","91368","CDKN2AIPNL","CDKN2A interacting protein N-terminal like","1"
"ATP6AP1","537","ATP6AP1","ATPase H+ transporting accessory protein 1","1"
"SELENOW","6415","SELENOW","selenoprotein W","1"
"AHCY","191","AHCY","adenosylhomocysteinase","1"
"GOT1","2805","GOT1","glutamic-oxaloacetic transaminase 1","1"
"GABRD","2563","GABRD","gamma-aminobutyric acid type A receptor subunit delta","1"
"N4BP2","55728","N4BP2","NEDD4 binding protein 2","1"
"LGI3","203190","LGI3","leucine rich repeat LGI family member 3","1"
"ATP6V1D","51382","ATP6V1D","ATPase H+ transporting V1 subunit D","1"
"ATG9A","79065","ATG9A","autophagy related 9A","1"
"DNAJC19","131118","DNAJC19","DnaJ heat shock protein family (Hsp40) member C19","1"
"FARSA","2193","FARSA","phenylalanyl-tRNA synthetase subunit alpha","1"
"KAT5","10524","KAT5","lysine acetyltransferase 5","1"
"TINF2","26277","TINF2","TERF1 interacting nuclear factor 2","1"
"GMPR2","51292","GMPR2","guanosine monophosphate reductase 2","1"
"MCHR1","2847","MCHR1","melanin concentrating hormone receptor 1","1"
"OPRL1","4987","OPRL1","opioid related nociceptin receptor 1","1"
"MOAP1","64112","MOAP1","modulator of apoptosis 1","1"
"ATP6AP2","10159","ATP6AP2","ATPase H+ transporting accessory protein 2","1"
"IDH3B","3420","IDH3B","isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta","1"
"RPSA","3921","RPSA","ribosomal protein SA","1"
"HEIH","100859930","HEIH","hepatocellular carcinoma up-regulated EZH2-associated long non-coding RNA","1"
"DUSP28","285193","DUSP28","dual specificity phosphatase 28","1"
"ZNF782","158431","ZNF782","zinc finger protein 782","1"
"OTUB1","55611","OTUB1","""OTU deubiquitinase, ubiquitin aldehyde binding 1""","1"
"PIGS","94005","PIGS","phosphatidylinositol glycan anchor biosynthesis class S","1"
"TMEM141","85014","TMEM141","transmembrane protein 141","1"
"FNDC5","252995","FNDC5","fibronectin type III domain containing 5","1"
"MIEF2","125170","MIEF2","mitochondrial elongation factor 2","1"
"MANEAL","149175","MANEAL","mannosidase endo-alpha like","1"
"SNN","8303","SNN","stannin","1"
"PSMD7","5713","PSMD7","""proteasome 26S subunit, non-ATPase 7""","1"
"BLOC1S6","26258","BLOC1S6","biogenesis of lysosomal organelles complex 1 subunit 6","1"
"RPL41","6171","RPL41","ribosomal protein L41","1"
"APEX1","328","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1","1"
"NECAP1","25977","NECAP1","NECAP endocytosis associated 1","1"
"MAP1LC3A","84557","MAP1LC3A","microtubule associated protein 1 light chain 3 alpha","1"
"C18orf32","497661","C18orf32","chromosome 18 open reading frame 32","1"
"MOCS3","27304","MOCS3","molybdenum cofactor synthesis 3","1"
"PINK1","65018","PINK1","PTEN induced kinase 1","1"
"SLC32A1","140679","SLC32A1","solute carrier family 32 member 1","1"
"PDAP1","11333","PDAP1","PDGFA associated protein 1","1"
"TIMM10B","26515","TIMM10B","translocase of inner mitochondrial membrane 10B","1"
"ALYREF","10189","ALYREF","Aly/REF export factor","1"
"SRRD","402055","SRRD","SRR1 domain containing","1"
"ELOC","6921","ELOC","elongin C","1"
"LRRC47","57470","LRRC47","leucine rich repeat containing 47","1"
"NPM3","10360","NPM3","nucleophosmin/nucleoplasmin 3","1"
"SNRPD1","6632","SNRPD1","small nuclear ribonucleoprotein D1 polypeptide","1"
"LAMTOR5","10542","LAMTOR5","""late endosomal/lysosomal adaptor, MAPK and MTOR activator 5""","1"
"NCKIPSD","51517","NCKIPSD","NCK interacting protein with SH3 domain","1"
"SET","6418","SET","SET nuclear proto-oncogene","1"
"ODC1","4953","ODC1","ornithine decarboxylase 1","1"
"SDHAF1","644096","SDHAF1","succinate dehydrogenase complex assembly factor 1","1"
"TOMM5","401505","TOMM5","translocase of outer mitochondrial membrane 5","1"
"PPIL1","51645","PPIL1","peptidylprolyl isomerase like 1","1"
"FLRT1","23769","FLRT1","fibronectin leucine rich transmembrane protein 1","1"
"VDAC1","7416","VDAC1","voltage dependent anion channel 1","1"
"POLR2E","5434","POLR2E","RNA polymerase II subunit E","1"
"STMN3","50861","STMN3","stathmin 3","1"
"FAM32A","26017","FAM32A","family with sequence similarity 32 member A","1"
"FEN1","2237","FEN1","flap structure-specific endonuclease 1","1"
"BEX4","56271","BEX4","brain expressed X-linked 4","1"
"MKLN1","4289","MKLN1","muskelin 1","1"
"TMX4","56255","TMX4","thioredoxin related transmembrane protein 4","1"
"SLC25A5","292","SLC25A5","solute carrier family 25 member 5","1"
"NPM1","4869","NPM1","nucleophosmin 1","1"
"PDE10A","10846","PDE10A","phosphodiesterase 10A","1"
"RNASEK","440400","RNASEK","ribonuclease K","1"
"VPS25","84313","VPS25","vacuolar protein sorting 25 homolog","1"
"RGS4","5999","RGS4","regulator of G protein signaling 4","1"
"BOLA3","388962","BOLA3","bolA family member 3","1"
"TRIB2","28951","TRIB2","tribbles pseudokinase 2","1"
"MFN2","9927","MFN2","mitofusin 2","1"
"SUPT4H1","6827","SUPT4H1","""SPT4 homolog, DSIF elongation factor subunit""","1"
"PRAF2","11230","PRAF2","PRA1 domain family member 2","1"
"OXLD1","339229","OXLD1","oxidoreductase like domain containing 1","1"
"PELI3","246330","PELI3","pellino E3 ubiquitin protein ligase family member 3","1"
"RESF1","55196","RESF1","retroelement silencing factor 1","1"
"PEG13","359809","PEG13","paternally expressed 13","1"
"MRPL34","64981","MRPL34","mitochondrial ribosomal protein L34","1"
"MRPL49","740","MRPL49","mitochondrial ribosomal protein L49","1"
"ATP1A1","476","ATP1A1","ATPase Na+/K+ transporting subunit alpha 1","1"
"AAMP","14","AAMP","angio associated migratory cell protein","1"
"TPRG1L","127262","TPRG1L","tumor protein p63 regulated 1 like","1"
"CBLN4","140689","CBLN4","cerebellin 4 precursor","1"
"BRK1","55845","BRK1","BRICK1 subunit of SCAR/WAVE actin nucleating complex","1"
"TMEM160","54958","TMEM160","transmembrane protein 160","1"
"MANBAL","63905","MANBAL","mannosidase beta like","1"
"PTGES2","80142","PTGES2","prostaglandin E synthase 2","1"
"RAB11FIP5","26056","RAB11FIP5","RAB11 family interacting protein 5","1"
"TIMM13","26517","TIMM13","translocase of inner mitochondrial membrane 13","1"
"LY6E","4061","LY6E","lymphocyte antigen 6 family member E","1"
"PDRG1","81572","PDRG1","p53 and DNA damage regulated 1","1"
"TCEAL8","90843","TCEAL8","transcription elongation factor A like 8","1"
"MAL2","114569","MAL2","""mal, T cell differentiation protein 2 (gene/pseudogene)""","1"
"TMA7","51372","TMA7","translation machinery associated 7 homolog","1"
"THY1","7070","THY1","Thy-1 cell surface antigen","1"
"PSAP","5660","PSAP","prosaposin","1"
"EMC6","83460","EMC6","ER membrane protein complex subunit 6","1"
"SOWAHB","345079","SOWAHB","sosondowah ankyrin repeat domain family member B","1"
"NUDCD2","134492","NUDCD2","NudC domain containing 2","1"
"EIF1B","10289","EIF1B","eukaryotic translation initiation factor 1B","1"
"ANTKMT","65990","ANTKMT","adenine nucleotide translocase lysine methyltransferase","1"
"SRSF9","8683","SRSF9","serine and arginine rich splicing factor 9","1"
"RTN4","57142","RTN4","reticulon 4","1"
"ATP6V0D1","9114","ATP6V0D1","ATPase H+ transporting V0 subunit d1","1"
"NEIL2","252969","NEIL2","nei like DNA glycosylase 2","1"
"PIP4P1","90809","PIP4P1","""phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1""","1"
"PSMG3","84262","PSMG3","proteasome assembly chaperone 3","1"
"SUMO1","7341","SUMO1","small ubiquitin like modifier 1","1"
"TIMM8A","1678","TIMM8A","translocase of inner mitochondrial membrane 8A","1"
"RPL15","6138","RPL15","ribosomal protein L15","1"
"UBFD1","56061","UBFD1","ubiquitin family domain containing 1","1"
"FAM241B","219738","FAM241B","family with sequence similarity 241 member B","1"
"ANKRD55","79722","ANKRD55","ankyrin repeat domain 55","1"
"GRINA","2907","GRINA","glutamate ionotropic receptor NMDA type subunit associated protein 1","1"
"DUBR","344595","DUBR","DPPA2 upstream binding RNA","1"
"CCDC115","84317","CCDC115","coiled-coil domain containing 115","1"
"MZT1","440145","MZT1","mitotic spindle organizing protein 1","1"
"KIF13A","63971","KIF13A","kinesin family member 13A","1"
"SRPRA","6734","SRPRA","SRP receptor subunit alpha","1"
"B4GALT7","11285","B4GALT7","""beta-1,4-galactosyltransferase 7""","1"
"LSM10","84967","LSM10","""LSM10, U7 small nuclear RNA associated""","1"
"MRPS24","64951","MRPS24","mitochondrial ribosomal protein S24","1"
"RPL7A","6130","RPL7A","ribosomal protein L7a","1"
"SPCS1","28972","SPCS1","signal peptidase complex subunit 1","1"
"MYADM","91663","MYADM","myeloid associated differentiation marker","1"
"PFKM","5213","PFKM","""phosphofructokinase, muscle""","1"
"RPS19BP1","91582","RPS19BP1","ribosomal protein S19 binding protein 1","1"
"ATP6V1B2","526","ATP6V1B2","ATPase H+ transporting V1 subunit B2","1"
"TOMM22","56993","TOMM22","translocase of outer mitochondrial membrane 22","1"
"GABARAPL1","23710","GABARAPL1","GABA type A receptor associated protein like 1","1"
"SPECC1L","23384","SPECC1L","sperm antigen with calponin homology and coiled-coil domains 1 like","1"
"ACLY","47","ACLY","ATP citrate lyase","1"
"RSL24D1","51187","RSL24D1","ribosomal L24 domain containing 1","1"
"SNHG29","125144","SNHG29","small nucleolar RNA host gene 29","1"
"NIP7","51388","NIP7","nucleolar pre-rRNA processing protein NIP7","1"
"SNRPE","6635","SNRPE","small nuclear ribonucleoprotein polypeptide E","1"
"H2AFZ","NA","NA","NA","0"
"PIP4K2C","79837","PIP4K2C","phosphatidylinositol-5-phosphate 4-kinase type 2 gamma","1"
"SCN2B","6327","SCN2B","sodium voltage-gated channel beta subunit 2","1"
"SNHG15","285958","SNHG15","small nucleolar RNA host gene 15","1"
"PIGW","284098","PIGW","phosphatidylinositol glycan anchor biosynthesis class W","1"
"KCNIP3","30818","KCNIP3","potassium voltage-gated channel interacting protein 3","1"
"VBP1","7411","VBP1","VHL binding protein 1","1"
"BCL2L2","599","BCL2L2","BCL2 like 2","1"
"TUSC1","286319","TUSC1","tumor suppressor candidate 1","1"
"ATP1A3","478","ATP1A3","ATPase Na+/K+ transporting subunit alpha 3","1"
"OTUD7A","161725","OTUD7A","OTU deubiquitinase 7A","1"
"FDX2","112812","FDX2","ferredoxin 2","1"
"LRTM2","654429","LRTM2","leucine rich repeats and transmembrane domains 2","1"
"STAR","6770","STAR","steroidogenic acute regulatory protein","1"
"ABCF2","10061","ABCF2","ATP binding cassette subfamily F member 2","1"
"TAF7","6879","TAF7","TATA-box binding protein associated factor 7","1"
"RAB5IF","55969","RAB5IF","RAB5 interacting factor","1"
"DHCR24","1718","DHCR24","24-dehydrocholesterol reductase","1"
"CCDC184","387856","CCDC184","coiled-coil domain containing 184","1"
"MRPS23","51649","MRPS23","mitochondrial ribosomal protein S23","1"
"ZPR1","8882","ZPR1","ZPR1 zinc finger","1"
"CEP112","201134","CEP112","centrosomal protein 112","1"
"C2CD2L","9854","C2CD2L","C2CD2 like","1"
"MAGEL2","54551","MAGEL2","MAGE family member L2","1"
"PFN2","5217","PFN2","profilin 2","1"
"RNF5","6048","RNF5","ring finger protein 5","1"
"MAGEF1","64110","MAGEF1","MAGE family member F1","1"
"PYURF","100996939","PYURF","PIGY upstream reading frame","1"
"UQCRFS1","7386","UQCRFS1","""ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1""","1"
"CCNI","10983","CCNI","cyclin I","1"
"SARAF","51669","SARAF","store-operated calcium entry associated regulatory factor","1"
"MRPS12","6183","MRPS12","mitochondrial ribosomal protein S12","1"
"FAM89B","23625","FAM89B","family with sequence similarity 89 member B","1"
"NARS","NA","NA","NA","0"
"STOML2","30968","STOML2","stomatin like 2","1"
"EMC7","56851","EMC7","ER membrane protein complex subunit 7","1"
"RPL3","6122","RPL3","ribosomal protein L3","1"
"TMEM121","80757","TMEM121","transmembrane protein 121","1"
"USP5","8078","USP5","ubiquitin specific peptidase 5","1"
"MRPS17","51373","MRPS17","mitochondrial ribosomal protein S17","1"
"DIRAS1","148252","DIRAS1","DIRAS family GTPase 1","1"
"REX1BD","55049","REX1BD","required for excision 1-B domain containing","1"
"EXOSC5","56915","EXOSC5","exosome component 5","1"
"CHCHD7","79145","CHCHD7","coiled-coil-helix-coiled-coil-helix domain containing 7","1"
"EAF1","85403","EAF1","ELL associated factor 1","1"
"FRMD6","122786","FRMD6","FERM domain containing 6","1"
"TMEM155","132332","TMEM155","transmembrane protein 155","1"
"SUFU","51684","SUFU","SUFU negative regulator of hedgehog signaling","1"
"IMP4","92856","IMP4","IMP U3 small nucleolar ribonucleoprotein 4","1"
"OAZ1","4946","OAZ1","ornithine decarboxylase antizyme 1","1"
"SCN1B","6324","SCN1B","sodium voltage-gated channel beta subunit 1","1"
"SNHG32","50854","SNHG32","small nucleolar RNA host gene 32","1"
"BEX5","340542","BEX5","brain expressed X-linked 5","1"
"BORCS7","119032","BORCS7","BLOC-1 related complex subunit 7","1"
"STRAP","11171","STRAP","serine/threonine kinase receptor associated protein","1"
"NICN1","84276","NICN1","nicolin 1","1"
"RPS28","6234","RPS28","ribosomal protein S28","1"
"KDM7A-DT","100134229","KDM7A-DT","KDM7A divergent transcript","1"
"PNMA1","9240","PNMA1","PNMA family member 1","1"
"NPTN-IT1","101241892","NPTN-IT1","NPTN intronic transcript 1","1"
"OAZ2","4947","OAZ2","ornithine decarboxylase antizyme 2","1"
"YWHAH","7533","YWHAH","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta","1"
"SH2D5","400745","SH2D5","SH2 domain containing 5","1"
"BTBD6","90135","BTBD6","BTB domain containing 6","1"
"MYL6B","140465","MYL6B","myosin light chain 6B","1"
"ZDHHC4","55146","ZDHHC4","zinc finger DHHC-type palmitoyltransferase 4","1"
"VSTM2L","128434","VSTM2L","V-set and transmembrane domain containing 2 like","1"
"TMEM151B","441151","TMEM151B","transmembrane protein 151B","1"
"RPP25","54913","RPP25","ribonuclease P and MRP subunit p25","1"
"PLPP6","403313","PLPP6","phospholipid phosphatase 6","1"
"TMEM251","26175","TMEM251","transmembrane protein 251","1"
"CCDC30","728621","CCDC30","coiled-coil domain containing 30","1"
"AP2M1","1173","AP2M1","adaptor related protein complex 2 subunit mu 1","1"
"SEZ6L2","26470","SEZ6L2","seizure related 6 homolog like 2","1"
"TMEM14A","28978","TMEM14A","transmembrane protein 14A","1"
"TM2D3","80213","TM2D3","TM2 domain containing 3","1"
"CDC37","11140","CDC37","cell division cycle 37","1"
"FJX1","24147","FJX1","four-jointed box kinase 1","1"
"ZBTB22","9278","ZBTB22","zinc finger and BTB domain containing 22","1"
"RRS1","23212","RRS1","ribosome biogenesis regulator 1 homolog","1"
"RPP25L","138716","RPP25L","ribonuclease P/MRP subunit p25 like","1"
"VGF","7425","VGF","VGF nerve growth factor inducible","1"
"WSB2","55884","WSB2","WD repeat and SOCS box containing 2","1"
"NAP1L5","266812","NAP1L5","nucleosome assembly protein 1 like 5","1"
"BTF3","689","BTF3","basic transcription factor 3","1"
"PEX19","5824","PEX19","peroxisomal biogenesis factor 19","1"
"RPS27","6232","RPS27","ribosomal protein S27","1"
"FUT1","2523","FUT1","fucosyltransferase 1 (H blood group)","1"
"CCDC106","29903","CCDC106","coiled-coil domain containing 106","1"
"C6orf163","206412","C6orf163","chromosome 6 open reading frame 163","1"
"COPS9","150678","COPS9","COP9 signalosome subunit 9","1"
"CDK5R2","8941","CDK5R2","cyclin dependent kinase 5 regulatory subunit 2","1"
"PNMA8C","NA","NA","NA","0"
"RPL18A","6142","RPL18A","ribosomal protein L18a","1"
"MFSD3","113655","MFSD3","major facilitator superfamily domain containing 3","1"
"MRPL57","78988","MRPL57","mitochondrial ribosomal protein L57","1"
"NAT8L","339983","NAT8L","N-acetyltransferase 8 like","1"
"PRADC1","84279","PRADC1","protease associated domain containing 1","1"
"SLC30A3","7781","SLC30A3","solute carrier family 30 member 3","1"
"C4orf3","401152","C4orf3","chromosome 4 open reading frame 3","1"
"BYSL","705","BYSL","bystin like","1"
"UBL4A","8266","UBL4A","ubiquitin like 4A","1"
"DCTN2","10540","DCTN2","dynactin subunit 2","1"
"NRIP3","56675","NRIP3","nuclear receptor interacting protein 3","1"
"TNR","7143","TNR","tenascin R","1"
"SURF2","6835","SURF2","surfeit 2","1"
"NEDD8","4738","NEDD8","NEDD8 ubiquitin like modifier","1"
"ARFIP2","23647","ARFIP2","ADP ribosylation factor interacting protein 2","1"
"ALDH1B1","219","ALDH1B1","aldehyde dehydrogenase 1 family member B1","1"
"ATP5MPL","9556","ATP5MPL","ATP synthase membrane subunit 6.8PL","1"
"COA3","28958","COA3","cytochrome c oxidase assembly factor 3","1"
"PGK1","5230","PGK1","phosphoglycerate kinase 1","1"
"TTC9B","148014","TTC9B","tetratricopeptide repeat domain 9B","1"
"RPL10A","4736","RPL10A","ribosomal protein L10a","1"
"AGPAT1","10554","AGPAT1","1-acylglycerol-3-phosphate O-acyltransferase 1","1"
"UQCRH","7388","UQCRH","ubiquinol-cytochrome c reductase hinge protein","1"
"ITM2C","81618","ITM2C","integral membrane protein 2C","1"
"THAP7","80764","THAP7","THAP domain containing 7","1"
"TMEM17","200728","TMEM17","transmembrane protein 17","1"
"ENO2","2026","ENO2","enolase 2","1"
"TRIAP1","51499","TRIAP1","TP53 regulated inhibitor of apoptosis 1","1"
"UBE2S","27338","UBE2S","ubiquitin conjugating enzyme E2 S","1"
"ZNF846","162993","ZNF846","zinc finger protein 846","1"
"ATP5PB","515","ATP5PB","ATP synthase peripheral stalk-membrane subunit b","1"
"MRPS26","64949","MRPS26","mitochondrial ribosomal protein S26","1"
"ISCA2","122961","ISCA2","iron-sulfur cluster assembly 2","1"
"SYNC","81493","SYNC","""syncoilin, intermediate filament protein""","1"
"RITA1","84934","RITA1","RBPJ interacting and tubulin associated 1","1"
"GUK1","2987","GUK1","guanylate kinase 1","1"
"FCRLB","127943","FCRLB","Fc receptor like B","1"
"NFE2L1","4779","NFE2L1","""nuclear factor, erythroid 2 like 1""","1"
"POMP","51371","POMP","proteasome maturation protein","1"
"ZC4H2","55906","ZC4H2","zinc finger C4H2-type containing","1"
"TIMM8B","26521","TIMM8B","translocase of inner mitochondrial membrane 8 homolog B","1"
"NEFL","4747","NEFL","neurofilament light","1"
"HCRTR1","3061","HCRTR1","hypocretin receptor 1","1"
"L1CAM","3897","L1CAM","L1 cell adhesion molecule","1"
"PEX10","5192","PEX10","peroxisomal biogenesis factor 10","1"
"CHST2","9435","CHST2","carbohydrate sulfotransferase 2","1"
"CSGALNACT1","55790","CSGALNACT1","chondroitin sulfate N-acetylgalactosaminyltransferase 1","1"
"BBS9","27241","BBS9","Bardet-Biedl syndrome 9","1"
"NDUFAF8","284184","NDUFAF8","NADH:ubiquinone oxidoreductase complex assembly factor 8","1"
"MRPS7","51081","MRPS7","mitochondrial ribosomal protein S7","1"
"RTL6","84247","RTL6","retrotransposon Gag like 6","1"
"HNRNPA0","10949","HNRNPA0","heterogeneous nuclear ribonucleoprotein A0","1"
"ARL16","339231","ARL16","ADP ribosylation factor like GTPase 16","1"
"RPS14","6208","RPS14","ribosomal protein S14","1"
"FAM174C","55009","FAM174C","family with sequence similarity 174 member C","1"
"DDA1","79016","DDA1","DET1 and DDB1 associated 1","1"
"SARS","NA","NA","NA","0"
"RBM41","55285","RBM41","RNA binding motif protein 41","1"
"RHOV","171177","RHOV","ras homolog family member V","1"
"SMDT1","91689","SMDT1","single-pass membrane protein with aspartate rich tail 1","1"
"MICOS10","440574","MICOS10","mitochondrial contact site and cristae organizing system subunit 10","1"
"UBXN6","80700","UBXN6","UBX domain protein 6","1"
"ATOX1","475","ATOX1","antioxidant 1 copper chaperone","1"
"PHLDA2","7262","PHLDA2","pleckstrin homology like domain family A member 2","1"
"PCP4","5121","PCP4","Purkinje cell protein 4","1"
"PDHB","5162","PDHB","pyruvate dehydrogenase E1 subunit beta","1"
"PDXP","57026","PDXP","pyridoxal phosphatase","1"
"ARPC5L","81873","ARPC5L","actin related protein 2/3 complex subunit 5 like","1"
"BAG1","573","BAG1","BAG cochaperone 1","1"
"HRAS","3265","HRAS","""HRas proto-oncogene, GTPase""","1"
"CHCHD10","400916","CHCHD10","coiled-coil-helix-coiled-coil-helix domain containing 10","1"
"TM2D2","83877","TM2D2","TM2 domain containing 2","1"
"RPL34","6164","RPL34","ribosomal protein L34","1"
"CHCHD4","131474","CHCHD4","coiled-coil-helix-coiled-coil-helix domain containing 4","1"
"PET117","100303755","PET117","PET117 cytochrome c oxidase chaperone","1"
"CYP26B1","56603","CYP26B1","cytochrome P450 family 26 subfamily B member 1","1"
"FKBP1B","2281","FKBP1B","FKBP prolyl isomerase 1B","1"
"TOMM20","9804","TOMM20","translocase of outer mitochondrial membrane 20","1"
"C20orf27","54976","C20orf27","chromosome 20 open reading frame 27","1"
"C6orf120","387263","C6orf120","chromosome 6 open reading frame 120","1"
"POP4","10775","POP4","""POP4 homolog, ribonuclease P/MRP subunit""","1"
"MRFAP1","93621","MRFAP1","Morf4 family associated protein 1","1"
"MRPL9","65005","MRPL9","mitochondrial ribosomal protein L9","1"
"VPS18","57617","VPS18","VPS18 core subunit of CORVET and HOPS complexes","1"
"ZNF428","126299","ZNF428","zinc finger protein 428","1"
"TMEM208","29100","TMEM208","transmembrane protein 208","1"
"ANKRD10-IT1","NA","NA","NA","0"
"EIF4A2","1974","EIF4A2","eukaryotic translation initiation factor 4A2","1"
"PCSK1","5122","PCSK1","proprotein convertase subtilisin/kexin type 1","1"
