"Query","Entrez","Symbol","Name","Comment"
"RNF125","54941","RNF125","ring finger protein 125","1"
"STARD6","147323","STARD6","StAR related lipid transfer domain containing 6","1"
"PLIN3","10226","PLIN3","perilipin 3","1"
"UHRF1","29128","UHRF1","ubiquitin like with PHD and ring finger domains 1","1"
"ADGRE1","2015","ADGRE1","adhesion G protein-coupled receptor E1","1"
"ADGRE2","30817","ADGRE2","adhesion G protein-coupled receptor E2","1"
"RASAL3","64926","RASAL3","RAS protein activator like 3","1"
"LRRC25","126364","LRRC25","leucine rich repeat containing 25","1"
"HCST","10870","HCST","hematopoietic cell signal transducer","1"
"TYROBP","7305","TYROBP","transmembrane immune signaling adaptor TYROBP","1"
"APOC1","341","APOC1","apolipoprotein C1","1"
"SLC1A5","6510","SLC1A5","solute carrier family 1 member 5","1"
"SIGLEC9","27180","SIGLEC9","sialic acid binding Ig like lectin 9","1"
"SIGLEC10","89790","SIGLEC10","sialic acid binding Ig like lectin 10","1"
"SIGLEC14","100049587","SIGLEC14","sialic acid binding Ig like lectin 14","1"
"LILRA2","11027","LILRA2","leukocyte immunoglobulin like receptor A2","1"
"DNAAF3","352909","DNAAF3","dynein axonemal assembly factor 3","1"
"ZNF304","57343","ZNF304","zinc finger protein 304","1"
"SIRPB2","284759","SIRPB2","signal regulatory protein beta 2","1"
"HCK","3055","HCK","""HCK proto-oncogene, Src family tyrosine kinase""","1"
"EFCAB8","388795","EFCAB8","EF-hand calcium binding domain 8","1"
"C20orf197","284756","C20orf197","chromosome 20 putative open reading frame 197","1"
"SLC5A3","6526","SLC5A3","solute carrier family 5 member 3","1"
"ITGB2","3689","ITGB2","integrin subunit beta 2","1"
"IL17RA","23765","IL17RA","interleukin 17 receptor A","1"
"MCM5","4174","MCM5","minichromosome maintenance complex component 5","1"
"NCF4","4689","NCF4","neutrophil cytosolic factor 4","1"
"C22orf34","348645","C22orf34","chromosome 22 open reading frame 34","1"
"NR0B1","190","NR0B1","nuclear receptor subfamily 0 group B member 1","1"
"CYBB","1536","CYBB","cytochrome b-245 beta chain","1"
"VSIG4","11326","VSIG4","V-set and immunoglobulin domain containing 4","1"
"SASH3","54440","SASH3","SAM and SH3 domain containing 3","1"
"PNMA5","114824","PNMA5","PNMA family member 5","1"
