"Query","Entrez","Symbol","Name","Comment"
"LSM3","27258","LSM3","""LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated""","1"
"MORN2","729967","MORN2","MORN repeat containing 2","1"
"ATP5MD","84833","ATP5MD","ATP synthase membrane subunit DAPIT","1"
"CD163","9332","CD163","CD163 molecule","1"
"HBQ1","3049","HBQ1","hemoglobin subunit theta 1","1"
"SSR2","6746","SSR2","signal sequence receptor subunit 2","1"
"EEF1B2","1933","EEF1B2","eukaryotic translation elongation factor 1 beta 2","1"
"ATP5F1E","514","ATP5F1E","ATP synthase F1 subunit epsilon","1"
"CD14","929","CD14","CD14 molecule","1"
"NDUFB1","4707","NDUFB1","NADH:ubiquinone oxidoreductase subunit B1","1"
"RPLP1","6176","RPLP1","ribosomal protein lateral stalk subunit P1","1"
"RPS15","6209","RPS15","ribosomal protein S15","1"
"RPL10A","4736","RPL10A","ribosomal protein L10a","1"
"RPS12","6206","RPS12","ribosomal protein S12","1"
"RPL17","6139","RPL17","ribosomal protein L17","1"
"MZT2A","653784","MZT2A","mitotic spindle organizing protein 2A","1"
"RPL26","6154","RPL26","ribosomal protein L26","1"
"ATP5MPL","9556","ATP5MPL","ATP synthase membrane subunit 6.8PL","1"
"TMA7","51372","TMA7","translation machinery associated 7 homolog","1"
"MRPL14","64928","MRPL14","mitochondrial ribosomal protein L14","1"
"RPS2","6187","RPS2","ribosomal protein S2","1"
"RPL32","6161","RPL32","ribosomal protein L32","1"
"RANBP1","5902","RANBP1","RAN binding protein 1","1"
"TMSB10","9168","TMSB10","thymosin beta 10","1"
"SMIM19","114926","SMIM19","small integral membrane protein 19","1"
"RPL30","6156","RPL30","ribosomal protein L30","1"
"RPS19","6223","RPS19","ribosomal protein S19","1"
"C1orf122","127687","C1orf122","chromosome 1 open reading frame 122","1"
"SPCS1","28972","SPCS1","signal peptidase complex subunit 1","1"
"PPIL1","51645","PPIL1","peptidylprolyl isomerase like 1","1"
"PDAP1","11333","PDAP1","PDGFA associated protein 1","1"
"SNHG6","641638","SNHG6","small nucleolar RNA host gene 6","1"
"NDUFAF8","284184","NDUFAF8","NADH:ubiquinone oxidoreductase complex assembly factor 8","1"
"MRPL46","26589","MRPL46","mitochondrial ribosomal protein L46","1"
"RPL19","6143","RPL19","ribosomal protein L19","1"
"SNHG29","125144","SNHG29","small nucleolar RNA host gene 29","1"
"SELENOW","6415","SELENOW","selenoprotein W","1"
"ATP5IF1","93974","ATP5IF1","ATP synthase inhibitory factor subunit 1","1"
"POP4","10775","POP4","""POP4 homolog, ribonuclease P/MRP subunit""","1"
"RPL7A","6130","RPL7A","ribosomal protein L7a","1"
"FNDC4","64838","FNDC4","fibronectin type III domain containing 4","1"
"RPS7","6201","RPS7","ribosomal protein S7","1"
"TRIAP1","51499","TRIAP1","TP53 regulated inhibitor of apoptosis 1","1"
"RPS16","6217","RPS16","ribosomal protein S16","1"
"DLL3","10683","DLL3","delta like canonical Notch ligand 3","1"
"NDUFA5","4698","NDUFA5","NADH:ubiquinone oxidoreductase subunit A5","1"
"MRPL2","51069","MRPL2","mitochondrial ribosomal protein L2","1"
"WDR64","128025","WDR64","WD repeat domain 64","1"
"MED7","9443","MED7","mediator complex subunit 7","1"
"SNRPE","6635","SNRPE","small nuclear ribonucleoprotein polypeptide E","1"
"SURF1","6834","SURF1","SURF1 cytochrome c oxidase assembly factor","1"
"PSMB10","5699","PSMB10","proteasome 20S subunit beta 10","1"
"RILP","83547","RILP","Rab interacting lysosomal protein","1"
"LAMTOR5","10542","LAMTOR5","""late endosomal/lysosomal adaptor, MAPK and MTOR activator 5""","1"
"FAM174C","55009","FAM174C","family with sequence similarity 174 member C","1"
"RPS23","6228","RPS23","ribosomal protein S23","1"
"CENPX","201254","CENPX","centromere protein X","1"
"TIMM13","26517","TIMM13","translocase of inner mitochondrial membrane 13","1"
"FAM163A","148753","FAM163A","family with sequence similarity 163 member A","1"
"RNF181","51255","RNF181","ring finger protein 181","1"
"MZT2B","80097","MZT2B","mitotic spindle organizing protein 2B","1"
"C12orf57","113246","C12orf57","chromosome 12 open reading frame 57","1"
"RPL13","6137","RPL13","ribosomal protein L13","1"
"RNASEK","440400","RNASEK","ribonuclease K","1"
"PLEKHJ1","55111","PLEKHJ1","pleckstrin homology domain containing J1","1"
"COX7C","1350","COX7C","cytochrome c oxidase subunit 7C","1"
"POMP","51371","POMP","proteasome maturation protein","1"
"COX4I1","1327","COX4I1","cytochrome c oxidase subunit 4I1","1"
"TNFRSF11B","4982","TNFRSF11B","TNF receptor superfamily member 11b","1"
"NDUFA13","51079","NDUFA13","NADH:ubiquinone oxidoreductase subunit A13","1"
"BEX5","340542","BEX5","brain expressed X-linked 5","1"
"SNRNP25","79622","SNRNP25","small nuclear ribonucleoprotein U11/U12 subunit 25","1"
"NT5C","30833","NT5C","""5', 3'-nucleotidase, cytosolic""","1"
"BTF3","689","BTF3","basic transcription factor 3","1"
"SLC1A5","6510","SLC1A5","solute carrier family 1 member 5","1"
"RPL37A","6168","RPL37A","ribosomal protein L37a","1"
"RPL27A","6157","RPL27A","ribosomal protein L27a","1"
"PSMB6","5694","PSMB6","proteasome 20S subunit beta 6","1"
"SMIM26","388789","SMIM26","small integral membrane protein 26","1"
"SMDT1","91689","SMDT1","single-pass membrane protein with aspartate rich tail 1","1"
"RPS24","6229","RPS24","ribosomal protein S24","1"
"ALOX5AP","241","ALOX5AP","arachidonate 5-lipoxygenase activating protein","1"
"ISCA2","122961","ISCA2","iron-sulfur cluster assembly 2","1"
"UQCRFS1","7386","UQCRFS1","""ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1""","1"
"SELENOM","140606","SELENOM","selenoprotein M","1"
"UQCR11","10975","UQCR11","""ubiquinol-cytochrome c reductase, complex III subunit XI""","1"
"RPL22","6146","RPL22","ribosomal protein L22","1"
"RPL18","6141","RPL18","ribosomal protein L18","1"
"RPS18","6222","RPS18","ribosomal protein S18","1"
"NDUFB3","4709","NDUFB3","NADH:ubiquinone oxidoreductase subunit B3","1"
"ATP5ME","521","ATP5ME","ATP synthase membrane subunit e","1"
"OST4","100128731","OST4","""oligosaccharyltransferase complex subunit 4, non-catalytic""","1"
"MRPL34","64981","MRPL34","mitochondrial ribosomal protein L34","1"
"PCP4","5121","PCP4","Purkinje cell protein 4","1"
"TOMM5","401505","TOMM5","translocase of outer mitochondrial membrane 5","1"
"NDUFA1","4694","NDUFA1","NADH:ubiquinone oxidoreductase subunit A1","1"
"PRADC1","84279","PRADC1","protease associated domain containing 1","1"
"NME2","4831","NME2","NME/NM23 nucleoside diphosphate kinase 2","1"
"FDX2","112812","FDX2","ferredoxin 2","1"
"CTXN2","399697","CTXN2","cortexin 2","1"
"UBL5","59286","UBL5","ubiquitin like 5","1"
"NDUFA7","4701","NDUFA7","NADH:ubiquinone oxidoreductase subunit A7","1"
"RHOV","171177","RHOV","ras homolog family member V","1"
"NDUFB8","4714","NDUFB8","NADH:ubiquinone oxidoreductase subunit B8","1"
"TXNDC17","84817","TXNDC17","thioredoxin domain containing 17","1"
"BAX","581","BAX","""BCL2 associated X, apoptosis regulator""","1"
"NDUFB10","4716","NDUFB10","NADH:ubiquinone oxidoreductase subunit B10","1"
"PFDN4","5203","PFDN4","prefoldin subunit 4","1"
"SNAPC5","10302","SNAPC5","small nuclear RNA activating complex polypeptide 5","1"
"GCHFR","2644","GCHFR","GTP cyclohydrolase I feedback regulator","1"
"RPL36","25873","RPL36","ribosomal protein L36","1"
"PDRG1","81572","PDRG1","p53 and DNA damage regulated 1","1"
"ROMO1","140823","ROMO1","reactive oxygen species modulator 1","1"
"UQCRH","7388","UQCRH","ubiquinol-cytochrome c reductase hinge protein","1"
"ATP5MF","9551","ATP5MF","ATP synthase membrane subunit f","1"
"TMEM251","26175","TMEM251","transmembrane protein 251","1"
"LAGE3","8270","LAGE3","L antigen family member 3","1"
"CHCHD7","79145","CHCHD7","coiled-coil-helix-coiled-coil-helix domain containing 7","1"
"UQCC3","790955","UQCC3","ubiquinol-cytochrome c reductase complex assembly factor 3","1"
"FMC1","154791","FMC1","formation of mitochondrial complex V assembly factor 1 homolog","1"
"PSMD7","5713","PSMD7","""proteasome 26S subunit, non-ATPase 7""","1"
"RPL38","6169","RPL38","ribosomal protein L38","1"
"H2AFZ","NA","NA","NA","0"
"CHCHD2","51142","CHCHD2","coiled-coil-helix-coiled-coil-helix domain containing 2","1"
"PFDN5","5204","PFDN5","prefoldin subunit 5","1"
"COA8","84334","COA8","cytochrome c oxidase assembly factor 8","1"
"NPB","256933","NPB","neuropeptide B","1"
"TMSB4X","7114","TMSB4X","thymosin beta 4 X-linked","1"
"NDUFA6","4700","NDUFA6","NADH:ubiquinone oxidoreductase subunit A6","1"
"SASH3","54440","SASH3","SAM and SH3 domain containing 3","1"
"TOMM6","100188893","TOMM6","translocase of outer mitochondrial membrane 6","1"
"MYDGF","56005","MYDGF","myeloid derived growth factor","1"
"RPL37","6167","RPL37","ribosomal protein L37","1"
"ATP5MC2","517","ATP5MC2","ATP synthase membrane subunit c locus 2","1"
"ARL6IP4","51329","ARL6IP4","ADP ribosylation factor like GTPase 6 interacting protein 4","1"
"ATP5MC1","516","ATP5MC1","ATP synthase membrane subunit c locus 1","1"
"UQCRB","7381","UQCRB","ubiquinol-cytochrome c reductase binding protein","1"
"VPS25","84313","VPS25","vacuolar protein sorting 25 homolog","1"
"C6orf226","441150","C6orf226","chromosome 6 open reading frame 226","1"
"RPL24","6152","RPL24","ribosomal protein L24","1"
"PNMA5","114824","PNMA5","PNMA family member 5","1"
"RPL23A","6147","RPL23A","ribosomal protein L23a","1"
"ATP5PF","522","ATP5PF","ATP synthase peripheral stalk subunit F6","1"
"TAFA3","284467","TAFA3","TAFA chemokine like family member 3","1"
"ALDH3B1","221","ALDH3B1","aldehyde dehydrogenase 3 family member B1","1"
"ELOB","6923","ELOB","elongin B","1"
"RPS5","6193","RPS5","ribosomal protein S5","1"
"ZNF622","90441","ZNF622","zinc finger protein 622","1"
"COL8A2","1296","COL8A2","collagen type VIII alpha 2 chain","1"
"S100A6","6277","S100A6","S100 calcium binding protein A6","1"
"SIRPB2","284759","SIRPB2","signal regulatory protein beta 2","1"
"RPL14","9045","RPL14","ribosomal protein L14","1"
"BRK1","55845","BRK1","BRICK1 subunit of SCAR/WAVE actin nucleating complex","1"
"SMIM1","388588","SMIM1","small integral membrane protein 1 (Vel blood group)","1"
"COX5B","1329","COX5B","cytochrome c oxidase subunit 5B","1"
"DRAP1","10589","DRAP1","DR1 associated protein 1","1"
"MRPS26","64949","MRPS26","mitochondrial ribosomal protein S26","1"
"MRPL21","219927","MRPL21","mitochondrial ribosomal protein L21","1"
"RPS3","6188","RPS3","ribosomal protein S3","1"
"RPL23","9349","RPL23","ribosomal protein L23","1"
"UFC1","51506","UFC1","ubiquitin-fold modifier conjugating enzyme 1","1"
"RBIS","401466","RBIS","ribosomal biogenesis factor","1"
"NUDT8","254552","NUDT8","nudix hydrolase 8","1"
"RSL24D1","51187","RSL24D1","ribosomal L24 domain containing 1","1"
"MRPS12","6183","MRPS12","mitochondrial ribosomal protein S12","1"
"ZNF576","79177","ZNF576","zinc finger protein 576","1"
"CHCHD10","400916","CHCHD10","coiled-coil-helix-coiled-coil-helix domain containing 10","1"
"RPS4X","6191","RPS4X","ribosomal protein S4 X-linked","1"
"PEX10","5192","PEX10","peroxisomal biogenesis factor 10","1"
"RPL7","6129","RPL7","ribosomal protein L7","1"
"RPS25","6230","RPS25","ribosomal protein S25","1"
"SAC3D1","29901","SAC3D1","SAC3 domain containing 1","1"
"NDUFS5","4725","NDUFS5","NADH:ubiquinone oxidoreductase subunit S5","1"
"LST1","7940","LST1","leukocyte specific transcript 1","1"
"TCEAL7","56849","TCEAL7","transcription elongation factor A like 7","1"
"NUBP2","10101","NUBP2","nucleotide binding protein 2","1"
"ABRACL","58527","ABRACL","ABRA C-terminal like","1"
"SEC61G","23480","SEC61G","SEC61 translocon subunit gamma","1"
"PLAAT4","5920","PLAAT4","phospholipase A and acyltransferase 4","1"
"ARL11","115761","ARL11","ADP ribosylation factor like GTPase 11","1"
"TIMM8A","1678","TIMM8A","translocase of inner mitochondrial membrane 8A","1"
"ANAPC11","51529","ANAPC11","anaphase promoting complex subunit 11","1"
"RND2","8153","RND2","Rho family GTPase 2","1"
"PET100","100131801","PET100","PET100 cytochrome c oxidase chaperone","1"
"EXOSC5","56915","EXOSC5","exosome component 5","1"
"ZFAS1","441951","ZFAS1","ZNFX1 antisense RNA 1","1"
"PSMG3","84262","PSMG3","proteasome assembly chaperone 3","1"
"CLEC5A","23601","CLEC5A","C-type lectin domain containing 5A","1"
"RPL3","6122","RPL3","ribosomal protein L3","1"
"MICOS10","440574","MICOS10","mitochondrial contact site and cristae organizing system subunit 10","1"
"LAMTOR2","28956","LAMTOR2","""late endosomal/lysosomal adaptor, MAPK and MTOR activator 2""","1"
"CIAO2B","51647","CIAO2B","cytosolic iron-sulfur assembly component 2B","1"
"CCDC28B","79140","CCDC28B","coiled-coil domain containing 28B","1"
"SINHCAF","58516","SINHCAF","SIN3-HDAC complex associated factor","1"
"NAA38","84316","NAA38","""N-alpha-acetyltransferase 38, NatC auxiliary subunit""","1"
"ALYREF","10189","ALYREF","Aly/REF export factor","1"
"TSTD1","100131187","TSTD1","thiosulfate sulfurtransferase like domain containing 1","1"
"LGALS1","3956","LGALS1","galectin 1","1"
"NDUFB7","4713","NDUFB7","NADH:ubiquinone oxidoreductase subunit B7","1"
"HCST","10870","HCST","hematopoietic cell signal transducer","1"
"VSIG4","11326","VSIG4","V-set and immunoglobulin domain containing 4","1"
"SNHG32","50854","SNHG32","small nucleolar RNA host gene 32","1"
"GMPR2","51292","GMPR2","guanosine monophosphate reductase 2","1"
"RPL27","6155","RPL27","ribosomal protein L27","1"
"SMIM27","100129250","SMIM27","small integral membrane protein 27","1"
"SERPINA1","5265","SERPINA1","serpin family A member 1","1"
"PSORS1C1","170679","PSORS1C1","psoriasis susceptibility 1 candidate 1","1"
"C8orf33","65265","C8orf33","chromosome 8 open reading frame 33","1"
"ANXA2R","389289","ANXA2R","annexin A2 receptor","1"
"FOXD4","2298","FOXD4","forkhead box D4","1"
"ERP29","10961","ERP29","endoplasmic reticulum protein 29","1"
"SIGLEC10","89790","SIGLEC10","sialic acid binding Ig like lectin 10","1"
"COX6C","1345","COX6C","cytochrome c oxidase subunit 6C","1"
"SST","6750","SST","somatostatin","1"
"SRSF9","8683","SRSF9","serine and arginine rich splicing factor 9","1"
"LENG1","79165","LENG1","leukocyte receptor cluster member 1","1"
"RPSA","3921","RPSA","ribosomal protein SA","1"
"NRN1","51299","NRN1","neuritin 1","1"
"REX1BD","55049","REX1BD","required for excision 1-B domain containing","1"
"PCDHA9","9752","PCDHA9","protocadherin alpha 9","1"
"HLA-DOA","3111","HLA-DOA","""major histocompatibility complex, class II, DO alpha""","1"
"COX6B1","1340","COX6B1","cytochrome c oxidase subunit 6B1","1"
"PARTICL","100630918","PARTICL","promoter of MAT2A antisense radiation-induced circulating long non-coding RNA","1"
"TMEM154","201799","TMEM154","transmembrane protein 154","1"
"SERF2","10169","SERF2","small EDRK-rich factor 2","1"
"PFDN6","10471","PFDN6","prefoldin subunit 6","1"
"MRPL54","116541","MRPL54","mitochondrial ribosomal protein L54","1"
"SSNA1","8636","SSNA1","SS nuclear autoantigen 1","1"
"NPM3","10360","NPM3","nucleophosmin/nucleoplasmin 3","1"
"FUOM","282969","FUOM","fucose mutarotase","1"
"TIMM10","26519","TIMM10","translocase of inner mitochondrial membrane 10","1"
"TRAPPC2B","10597","TRAPPC2B","trafficking protein particle complex 2B","1"
"ZNF304","57343","ZNF304","zinc finger protein 304","1"
"OCIAD2","132299","OCIAD2","OCIA domain containing 2","1"
"IGFBP6","3489","IGFBP6","insulin like growth factor binding protein 6","1"
"KRT10","3858","KRT10","keratin 10","1"
"FCGR3A","2214","FCGR3A","Fc fragment of IgG receptor IIIa","1"
"TMED2","10959","TMED2","transmembrane p24 trafficking protein 2","1"
"RPL6","6128","RPL6","ribosomal protein L6","1"
"HCRTR1","3061","HCRTR1","hypocretin receptor 1","1"
"SUMO1","7341","SUMO1","small ubiquitin like modifier 1","1"
"C16orf86","388284","C16orf86","chromosome 16 open reading frame 86","1"
"LAPTM5","7805","LAPTM5","lysosomal protein transmembrane 5","1"
"FABP6","2172","FABP6","fatty acid binding protein 6","1"
"RPL8","6132","RPL8","ribosomal protein L8","1"
"COX7B","1349","COX7B","cytochrome c oxidase subunit 7B","1"
"TFPT","29844","TFPT","TCF3 fusion partner","1"
"APRT","353","APRT","adenine phosphoribosyltransferase","1"
"RIIAD1","284485","RIIAD1","regulatory subunit of type II PKA R-subunit domain containing 1","1"
"CCDC85B","11007","CCDC85B","coiled-coil domain containing 85B","1"
"TXN","7295","TXN","thioredoxin","1"
"HAR1A","768096","HAR1A","highly accelerated region 1A","1"
"COX8A","1351","COX8A","cytochrome c oxidase subunit 8A","1"
"SLC25A5","292","SLC25A5","solute carrier family 25 member 5","1"
"MICOS13","125988","MICOS13","mitochondrial contact site and cristae organizing system subunit 13","1"
"RHOH","399","RHOH","ras homolog family member H","1"
"PLIN3","10226","PLIN3","perilipin 3","1"
"PMM1","5372","PMM1","phosphomannomutase 1","1"
"TEX55","152405","TEX55","testis expressed 55","1"
"ARL16","339231","ARL16","ADP ribosylation factor like GTPase 16","1"
"TGFBR3L","100507588","TGFBR3L","transforming growth factor beta receptor 3 like","1"
"RPL26L1","51121","RPL26L1","ribosomal protein L26 like 1","1"
"LRRC74A","145497","LRRC74A","leucine rich repeat containing 74A","1"
"ZDHHC4","55146","ZDHHC4","zinc finger DHHC-type palmitoyltransferase 4","1"
"NME1","4830","NME1","NME/NM23 nucleoside diphosphate kinase 1","1"
"MRPS7","51081","MRPS7","mitochondrial ribosomal protein S7","1"
"APOC1","341","APOC1","apolipoprotein C1","1"
"NUDCD2","134492","NUDCD2","NudC domain containing 2","1"
"OCEL1","79629","OCEL1","occludin/ELL domain containing 1","1"
"GPR65","8477","GPR65","G protein-coupled receptor 65","1"
"GADD45GIP1","90480","GADD45GIP1","GADD45G interacting protein 1","1"
"PHPT1","29085","PHPT1","phosphohistidine phosphatase 1","1"
"TSR3","115939","TSR3","TSR3 ribosome maturation factor","1"
"ADGRG5","221188","ADGRG5","adhesion G protein-coupled receptor G5","1"
"ENDOG","2021","ENDOG","endonuclease G","1"
"BORCS7","119032","BORCS7","BLOC-1 related complex subunit 7","1"
"TRAPPC2L","51693","TRAPPC2L","trafficking protein particle complex 2 like","1"
"ABI3","51225","ABI3","ABI family member 3","1"
"NDUFC1","4717","NDUFC1","NADH:ubiquinone oxidoreductase subunit C1","1"
"CYCS","54205","CYCS","""cytochrome c, somatic""","1"
"C20orf197","284756","C20orf197","chromosome 20 putative open reading frame 197","1"
"POLR2L","5441","POLR2L","RNA polymerase II subunit L","1"
"TMC8","147138","TMC8","transmembrane channel like 8","1"
"MRPL53","116540","MRPL53","mitochondrial ribosomal protein L53","1"
"RMST","196475","RMST","rhabdomyosarcoma 2 associated transcript","1"
"FTL","2512","FTL","ferritin light chain","1"
"C9orf16","79095","C9orf16","chromosome 9 open reading frame 16","1"
"C14orf119","55017","C14orf119","chromosome 14 open reading frame 119","1"
"KLHDC9","126823","KLHDC9","kelch domain containing 9","1"
"HLA-DRB1","3123","HLA-DRB1","""major histocompatibility complex, class II, DR beta 1""","1"
"SMKR1","100287482","SMKR1","small lysine rich protein 1","1"
"C4orf48","401115","C4orf48","chromosome 4 open reading frame 48","1"
"TIMM10B","26515","TIMM10B","translocase of inner mitochondrial membrane 10B","1"
"FTH1","2495","FTH1","ferritin heavy chain 1","1"
"DPM3","54344","DPM3","""dolichyl-phosphate mannosyltransferase subunit 3, regulatory""","1"
"SNHG7","84973","SNHG7","small nucleolar RNA host gene 7","1"
"PLSCR5","389158","PLSCR5","phospholipid scramblase family member 5","1"
"FGD2","221472","FGD2","""FYVE, RhoGEF and PH domain containing 2""","1"
"MPEG1","219972","MPEG1","macrophage expressed 1","1"
"SLCO2B1","11309","SLCO2B1","solute carrier organic anion transporter family member 2B1","1"
"NCF4","4689","NCF4","neutrophil cytosolic factor 4","1"
"PRDX5","25824","PRDX5","peroxiredoxin 5","1"
"DOCK9-DT","100861541","DOCK9-DT","DOCK9 divergent transcript","1"
"APEX1","328","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1","1"
"NT5C3B","115024","NT5C3B","""5'-nucleotidase, cytosolic IIIB""","1"
"ALOX5","240","ALOX5","arachidonate 5-lipoxygenase","1"
"STK16","8576","STK16","serine/threonine kinase 16","1"
"C22orf34","348645","C22orf34","chromosome 22 open reading frame 34","1"
